soil_moisture,soil_pH,soil_temperature,nitrogen,phosphorus,potassium,mean_green_intensity,color_variance,texture_entropy,spot_area_ratio,disease_color_index,disease_type
39.42770444600028,4.791011883518185,21.740359848754146,102.53089352934441,36.92119518197367,151.3116956477081,127.10406820701462,26.855277487077018,1.0859616831052914,0.2802770810802861,0.6056086023006315,FootRot
37.22014878686829,4.982045995804847,24.822932000597323,122.21078625505864,57.19534729634428,208.89787271684713,141.53006565230302,32.28555478381039,1.1934978469510478,0.3093004911814424,0.6386549599314699,Anthracnose
34.2886581997495,5.040419651590084,27.056316087088845,104.89977269611065,76.74777045528165,177.03933090522833,135.4140962237629,33.928849299995136,1.2332974419011602,0.3739293942103866,0.7985121425392185,Anthracnose
26.176479926838727,6.460196179137931,27.744175645069948,178.84076618167492,101.94240968323075,231.80096122931428,182.66941641072478,12.187399961351987,0.8510466088667654,0.026522660231254654,0.11458402137597391,Healthy
25.55582713715829,6.249249451780736,28.539502652193427,210.10703508617522,110.39796520890359,237.27509575881086,189.22846134800054,6.899776120528381,0.7898867443332166,0.01975385021075054,0.07249338486031942,Healthy
20.544920809128282,6.33307529579547,27.293237853297118,199.2457956902846,105.26255985698691,265.29842605380685,182.88622757423695,10.359376231348762,0.770581297132165,0.004457343514528044,0.16622751055994628,Healthy
21.77857849682819,6.3589561493506785,26.475491454946336,159.43610433618372,110.37050594899281,225.24221316408588,192.5976993243454,12.101268238155644,0.8266626346011796,0.011984701830877728,0.02194126837724572,Healthy
39.20402057705936,4.573290696980266,24.5567985919884,101.61537299295718,41.920450584385144,166.6110540481653,121.00771987632196,28.772314497387356,1.1335054786843897,0.18818591412720917,0.6688634730846669,FootRot
42.378765034036995,4.634161821635553,25.066724491633693,96.66133712952242,38.07307953677024,151.9407722760443,132.80933134676772,20.836659151026435,1.160325525375469,0.26161351583093223,0.6788644856081355,FootRot
40.92768830042753,5.010567235250537,23.24828092610812,111.25127462353329,40.84480472775873,152.12017650944125,131.6455592134668,30.175785804265747,1.104431365455283,0.16448117556111302,0.5100852966038674,FootRot
41.4691259297869,4.711280140509206,23.66074120548707,82.1648785987438,48.06896675791703,148.5836335331268,128.95070994595912,24.341512482207353,1.1026564810380277,0.3200159558065103,0.6034198369251881,FootRot
29.143504683071477,6.442708527649975,27.563496957452276,192.20177762175976,103.60564792515048,256.1072153303958,170.2233817515715,9.932970269443441,0.7840553261967941,0.01180980827769472,0.04621415648968581,Healthy
26.78715246033884,6.164675739195664,26.565412781601317,160.95149525851355,109.65425825765017,240.99011040934073,181.72289468158226,5.251460344522396,0.7319565068366787,0.017222107856795354,0.09526687767256685,Healthy
20.689747109241093,6.625866070439158,29.080944413439912,202.29311198545665,105.48835376487831,229.6669299185766,176.6227608500466,12.639442953330935,0.7160454191235825,0.007177203574609565,0.09230935826378095,Healthy
38.133568183680495,5.253703932261625,26.027714338186286,136.44982405864826,47.46339209401843,169.74790936218034,147.07471367100587,40.606088937944094,1.1946545077577861,0.3610612458178069,0.866091188759681,Anthracnose
31.67971441960398,5.402794057675609,25.601913987003314,113.44239028947094,65.71428588100244,181.38452052199693,135.03658974928683,27.04397075953314,1.194739542722609,0.3516266449665341,0.6077999340083451,Anthracnose
28.916573672772245,6.381821464053967,28.285112366119726,149.37135654933346,93.37130758376841,222.606197746674,188.92184082848186,10.76626639869452,0.7796671452889123,0.026981629665737455,0.1540999736725649,Healthy
40.300936450682464,5.194859775599547,23.394890128886004,112.14295492992409,51.21850149266624,156.70760089161146,121.87797271109329,40.23806114172238,1.2192295160877586,0.3266472906515852,0.6804065452801774,Anthracnose
39.09072069104167,4.457430580559651,24.156743551182707,98.98904987467918,39.54489460076851,118.47674252586933,147.42898611654167,26.58646111741502,1.1155419930311299,0.19377284506326947,0.4262001732129087,FootRot
23.476958073159786,6.6185114745681615,28.28207985956028,182.91782105680196,91.20263791081747,223.16049256074544,182.63673814358265,9.104916740215526,0.8598671393576339,0.008241722128669608,0.08059035580834725,Healthy
